learning_rate,train_wall_time,train_loss,val_clean_Accuracy,val_clean_wall_time,val_clean_loss,val_loss,test_clean_Accuracy,test_clean_wall_time,test_clean_loss
0.0003,1278.3134813308716,0.28573294834666335,0.9903813600540161,34.48197865486145,0.024048553674908008,0.024048553674908008,,,
0.0003,1281.654294013977,0.07130888625221737,0.9939406514167786,32.489585161209106,0.018420786509069347,0.018420786509069347,,,
0.0003,1279.9688322544098,0.054381401669170895,0.9949576258659363,32.96867084503174,0.015025022191516423,0.015025022191516423,,,
0.0003,1279.9440500736237,0.047686003858760255,0.9956779479980469,32.20477318763733,0.012592565376879805,0.012592565376879805,,,
0.0003,1277.426826953888,0.042194280240495326,0.9961440563201904,32.358920097351074,0.013640185155100742,0.013640185155100742,,,
0.0003,1280.4172427654266,0.03918618674399489,0.9958474636077881,32.27336072921753,0.011881955654944404,0.011881955654944404,,,
0.0003,1268.567535161972,0.038447822380874117,0.996228814125061,32.64604711532593,0.011474671439599182,0.011474671439599182,,,
0.0003,1243.5994744300842,0.03743108334733268,0.9961016774177551,32.98559093475342,0.010783330096026599,0.010783330096026599,,,
0.0003,1234.4911887645721,0.035967933366864414,0.9962711930274963,32.6853404045105,0.010003740019717459,0.010003740019717459,,,
0.0003,1241.9668514728546,0.03501662521089537,0.9965677857398987,31.577955961227417,0.00967213320024943,0.00967213320024943,,,
0.0003,1241.2914690971375,0.03448049711776992,0.9965677857398987,32.48098874092102,0.01042640129388389,0.01042640129388389,,,
0.0003,1230.644263267517,0.03383815894187507,0.9966525435447693,32.885035276412964,0.00969652291071617,0.00969652291071617,,,
0.0003,1236.1245596408844,0.032214312751919535,0.9967373013496399,32.07625770568848,0.01045948275065018,0.01045948275065018,,,
0.0003,1237.8192274570465,0.0332833155802751,0.9961016774177551,31.925294399261475,0.010959533665139796,0.010959533665139796,,,
0.0003,1238.6482043266296,0.032838199031049925,0.9964406490325928,32.58973836898804,0.011058501742653928,0.011058501742653928,,,
0.0003,1242.1311328411102,0.0320690915705794,0.9964830279350281,32.61206007003784,0.010756036548291223,0.010756036548291223,,,
0.0003,1239.8290655612946,0.03246734874076763,0.9963983297348022,32.70264410972595,0.010092416041988437,0.010092416041988437,,,
0.0003,1235.0909478664398,0.03256273842666109,0.9967796802520752,33.22721219062805,0.009410355520450463,0.009410355520450463,,,
0.0003,1254.1254012584686,0.03127893339678393,0.9963559508323669,34.29971790313721,0.01083940779758712,0.01083940779758712,,,
0.0003,1238.6258866786957,0.03246991710945711,0.9978813529014587,32.78728914260864,0.0075175252556800845,0.0075175252556800845,,,
0.0003,1246.1556873321533,0.03206097491363347,0.9969067573547363,31.85815668106079,0.009807587331634457,0.009807587331634457,,,
0.0003,1269.5082187652588,0.03189661221534519,0.9969915151596069,32.27739095687866,0.008780780848810229,0.008780780848810229,,,
0.0003,1240.2525691986084,0.03214141174241648,0.9971186518669128,32.29512643814087,0.008757209368681504,0.008757209368681504,,,
0.0003,1238.7390999794006,0.03157996767304711,0.9966949224472046,33.13911151885986,0.010459048758118839,0.010459048758118839,,,
0.0003,1240.9213423728943,0.03212489341174142,0.9968220591545105,31.616841077804565,0.010562317078396425,0.010562317078396425,,,
0.0003,1242.6375181674957,0.031357355316311626,0.9969067573547363,33.424694299697876,0.009526849540613466,0.009526849540613466,,,
0.0003,1238.775227546692,0.03254608167632152,0.9967796802520752,31.493468761444092,0.009860033377752465,0.009860033377752465,,,
0.0003,1237.3466911315918,0.031950837938462276,0.9969491362571716,32.04273438453674,0.008923165838597185,0.008923165838597185,,,
0.0003,1274.0057747364044,0.03301370452773773,0.9973304867744446,32.40520095825195,0.007983799324197285,0.007983799324197285,,,
0.0003,1276.5210239887238,0.03266416122297109,0.9968220591545105,33.02460479736328,0.009457310281567655,0.009457310281567655,,,
0.0003,1277.8044550418854,0.03321677953206887,0.9964830279350281,33.941625356674194,0.010044877554400493,0.010044877554400493,0.996864378452301,33.461097240448,0.010481138734494225
