,orig_model_orig_test_set_accuracy,orig_model_orig_train_set_accuracy,orig_model_orig_test_set_fp_rate,orig_model_orig_test_set_fn_rate,orig_model_orig_train_set_fp_rate,orig_model_orig_train_set_fn_rate
0,0.9948326482677627,0.998345635021634,0.002700049091801669,0.05994550408719346,0.0008583898540737248,0.019328859060402683
